NOME	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020	2021
AURORA	1.1661295282367	1.0369452884597	1.1653923228078	1.2851920832786	1.4595431668602	1.6785484990295	1.7299107142857	2.1161018626027	2.0157746604221	1.8337183613305	1.8497063053321	1.8570363124618	1.8289820322109	1.9195500672454	1.9699959543252	2.3777196548162	2.8678769476217	2.8374956665219	2.636871711288	2.7389195705195	2.6856814419265	2.550503759014	2.5628385837891
LAURA	1.1297878203362	0.97385380580984	0.93348119613222	0.86439407405118	0.778552071235	0.7214455631469	0.65673590864917	0.66230852227544	0.5807032962143	0.55790016181988	0.54876949842026	0.49883255941204	0.44890373594993	0.43581319587141	0.4020905405517	0.403575117449108	0.32551496982875	0.315082259289	0.28148423915264	0.25697812415314	0.2289240080369	0.21684651971564	0.21720711699915
ILARIA	1.1018326604127	1.0191403301659	0.97122512111131	0.92196882462499	0.95586527293844	0.91219814517236	0.87995019436346	0.79185815994713	0.8232192321812	0.78783575822885	0.76651181950927	0.70308781476859	0.69721695203287	0.55807753136475	0.54492763195918	0.4706293939293	0.43702207411791	0.37520241182743	0.36592951089843	0.32379243643296	0.28443562371967	0.24190661279599	0.22080156101569
ALESSANDRA	1.0123761486576	0.97733738460645	0.9155820152143	0.80256883853567	0.77506775067751	0.98085423014262	0.97789115646259	0.82769898189665	0.74126812843703	0.67322836064569	0.65285915529221	0.62438395490644	0.55521283158544	0.47683090842401	0.45740895167483	0.42731483024023	0.41429177978205	0.38266257674096	0.38000372285607	0.35462981133133	0.3153845775959	0.29765253413798	0.27061028524481
SILVIA	1.004388960108	0.94753343267984	0.84982198097239	0.74885816518157	0.71428571428571	0.62606927213417	0.57018343051506	0.52081194395391	0.51247251300649	0.4688812083512	0.41782985938701	0.35004478624406	0.28439623029499	0.27410875215442	0.23407118736428	0.23364875220738	0.20671701641299	0.19045362191007	0.17388461870236	0.17287619261211	0.17586865853479	0.14831483659796	0.12067062055508
ARIANNA	0.99081073957372	1.0338487739738	1.0151948481488	0.90458047713626	0.84397986837011	0.81162625854026	0.81275813896987	0.88892705272708	0.85585134588928	0.83829184521514	0.80476384888977	0.82114360456183	0.82990932687719	0.81404383373628	0.86816879546224	0.84838236764069	0.92893995342434	0.88249362594733	0.85534888155416	0.83961761655126	0.93927618748189	0.88579757581957	0.84572132789032
GIADA	0.95566710995563	0.99514234290027	1.1630576470359	1.2500289805791	1.1045296167247	1.310032324027	1.3335914723032	1.6120903039376	1.4124513762965	1.2556357647161	1.1538136169868	1.146078111707	1.0126523343382	0.93670257031185	0.88137916229761	0.92251690933929	0.85474484172424	0.77936781684856	0.69644648848412	0.65365890125499	0.59589017542653	0.56564210095638	0.49911422629593
GAIA	0.68090782385054	0.87979717830117	1.8334987062005	1.4482561419507	1.296941540844	1.2595608237246	1.1711157677357	1.1301059170957	1.0954007260645	1.0963386900879	1.3285224050228	1.0819906829621	1.3490391442506	1.6556957432291	1.4940099242881	1.4123046679772	1.2390154780438	1.1431605646906	1.113224765165	0.98399259903002	0.8803257991462	1.0949726384698	1.072171300932
BEATRICE	0.95926134480294	0.96533839097366	0.97200334636861	0.92080960145908	0.93224932249322	0.89735358625988	0.91563411078717	1.0210900836659	1.000100121258	1.0033553297846	1.0309657533995	0.98604692998729	0.94902207271697	0.92250413135134	0.98623644905339	1.0287208876154	1.1468076802662	1.2375097091852	1.3484003069086	1.4157158476073	1.4963573572541	1.6171431493888	1.8727053326144
ELEONORA	0.93490041972676	0.8987633295272	0.79807000136189	0.97761153658895	0.89585753000387	0.78156602674247	0.72468719630709	0.82769898189665	0.69788224998424	0.65737073330714	0.6116646621132	0.60077279694779	0.59517573979879	0.54545669673318	0.57258683752074	0.55934095225402	0.50478408364748	0.5309882085511	0.5039475894507	0.49012736770299	0.47602438581064	0.47051603334527	0.47549359418727
EMMA	0.26277850328074	0.31777979911362	0.32957839646686	0.38640772197192	0.44444444444444	0.71439439766347	0.96802113702624	1.0405038622219	1.1094918660748	1.1410283671329	1.2825464081712	1.5568373041305	1.8464415552167	1.960567779798	1.8733951468415	1.6538666577816	1.5825431339501	1.6737099400115	1.600374101634	1.6264379094129	1.5941167512441	1.5695801155833	1.4768029987933
ASIA	0.4349024165239	0.33829420758259	0.50467907935952	0.59352226094886	0.65466511807975	0.67765411435506	0.8564139941691	1.0098898268067	0.98712143966953	0.81126179861534	0.79446522559502	0.78478991691121	0.74144774364764	0.66456582356862	0.63203348827993	0.61473361543331	0.57812144839151	0.56653370019791	0.63878762014156	0.51956304374235	0.47307686639386	0.46693602004807	0.42260391794398
MATILDE	0.29872085175379	0.46718662305742	0.53425163913695	0.66848535901141	0.69957413859853	0.68952976148505	0.71633564139942	0.77543111655361	1.0560938618252	1.0999426963012	1.1427793777425	1.1505754751277	1.086758309763	1.0479236755026	1.1191657653343	1.0691200479792	1.0271519798944	1.0641705832532	1.0564739104971	1.148925831441	1.2256768241461	1.3015905487649	1.3520244422193
NOEMI	0.72603543915559	0.78496642217104	0.76888655421312	0.75774554278693	0.80178087495161	0.7945550157909	0.78276846452867	0.78476466393629	0.93891490805531	0.93019400365446	1.0865047575962	1.2232828504289	1.1600883063875	1.158750379611	1.1459993229687	1.1861526671776	1.14509218635414	1.0062445968659	0.96022446098038	0.965303280909796	0.93681992130123	0.84948601237662	0.84161339187142
REBECCA	0.71165849976637	0.65336455652107	0.68016887488083	0.61129701615957	0.73596593108788	0.77748377304154	0.78428692905734	0.81313864797966	0.81431956480627	0.85270787006837	0.84411930219471	0.90584394898491	0.82486546467551	0.84165190949284	0.86362773186258	0.86629127378136	0.83415891477855	0.76620281994234	0.79905203372363	0.83260912225617	0.76733755483614	0.78811435585332	0.78718323962104
GRETA	0.53034931969122	0.52679452691065	0.52880406233584	0.51469508566659	0.51219512195122	0.49209712794896	0.66470784742468	0.67052204397221	0.68638684629162	0.80333298494607	0.88016448372634	1.0759941984012	1.1100376737708	1.1445519406505	1.3891526375323	1.6351247792623	1.5765389052576	1.5188018097482	1.4846023581115	1.4217898759964	1.3386650684561	1.1072469697745	1.053685588847
VIOLA	0.1713251943882	0.1834684832885	0.17977003443647	0.22334366329977	0.23732094463802	0.28724221495664	0.34469144800777	0.42262302548805	0.52693447249076	0.69016718984824	0.77276455508108	0.91596301668147	1.1119776207714	1.2112057235485	1.1781995921299	1.0532935727851	0.90663853256651	0.84431513491928	0.73821511751967	0.70972685561567	0.63126040842794	0.5809850150872	0.5915427867211
GINEVRA	0.17811430465533	0.20359582744673	0.23307846456157	0.22102521696794	0.289972899729	0.30357122976037	0.35228377065112	0.46593068534372	0.54844200198018	0.66169554076311	0.70986939138814	0.8080262945848	0.95561789251918	1.0814477674927	1.2141152769636	1.2203045347016	1.2608880254236	1.4288409975557	1.6180803682903	1.7231551306851	1.8279532916423	1.8703012325474	1.9528100849829
VITTORIA	0.27156441068526	0.31894099204583	0.30350785034728	0.38331646019614	0.44212156407278	0.58561784909764	0.5500637755102	0.67649551429713	0.74163894791099	0.75035409361046	0.74481114899533	0.7937846437526	0.85474064848548	0.94380178979211	1.0436189799946	1.0645386998967	1.0425914251037	1.0589045844908	1.0333195617926	1.2077971835198	1.3327700296226	1.3690993709405	1.6442013915633
NICOLE	0.56868782472913	0.52563333397844	0.57783225354579	0.65805235051817	0.59310878823074	0.56446435264734	0.59447886297376	0.56897304844858	0.73088518316628	0.721522043904	0.81763712800821	0.83051311168827	0.836117157279259	0.827847871614557	0.87436115491632	0.94792256688768	1.107780193765	1.2353155430342	1.1468212711283	1.15032753030011	1.17016520846333	1.1558328645221	1.1137641531233
LUDOVICA	0.43250625995903	0.47879855237948	0.53074962547909	0.51121741616884	0.50251645373597	0.45609907258618	0.53563836248785	0.64737484646315	0.67563308154691	0.7496332923678	0.65616942706552	0.6701071496835	0.69721695203287	0.71307715668372	0.68776472336666	0.70511111851531	0.67676234833962	0.88468779209837	1.1350170933574	1.0699634623831	1.2242030644377	1.2939190916995	1.4444530026445
BIANCA	0.14576619102959	0.16101875326586	0.15875795248935	0.14760774979327	0.16298877274487	0.14547667734238	0.15640184645287	0.17360398131797	0.18800547329544	0.23137719889429	0.28578679642932	0.34779610453372	0.44153193734747	0.53125825777266	0.60065886704591	0.64097224536034	0.73122928005009	0.78112314976939	0.88395131230676	1.0961285077514	1.082722132432	1.1261698972025	1.1301958971989
CAMILLA	0.87739266216988	0.85657331965706	0.72569505243293	0.71446787792607	0.7518389469609	0.8038328651112	0.67419825072886	0.58950685269049	0.65041735731794	0.60078783575823	0.59364207134739	0.6513681354306	0.64328642541486	0.67718665820019	0.66671070122278	0.70802652184054	0.81314411435482	0.8399268026172	0.89484747640299	0.99567342285517	1.0321230491106	1.0965069298829	1.2031117615343
AZZURRA	0.06190071125914	0.077025797836311	0.081324539387926	0.098147561380867	0.086720867208672	0.11764312938146	0.10363520408163	0.11872272270777	0.13460746904584	0.17911910880134	0.17323755613669	0.18963882423929	0.17808713465948	0.21297658440775	0.26916122427075	0.26155332689168	0.36368470937389	0.34580058540353	0.42041033137959	0.48638950407894	0.5202371770624	0.68224824835064	0.85907211995173
